PZN;Wirkstoffe;Artikelname (Hauptbegriff);Anbietername;Volumen (Bezugsgröße);Einh. (Bezugsgr.);Menge;Einh.;PpU (APU exkl. NBR);NBR;Erstattungsb.;APU / HAP;Taxe-EK;HR ges.;Ges. VK;V;DRF-Bez.;Aufnahme;Wirkstoffe und Mengen
09921463;Ivacaftor;KALYDECO;Vertex;;;56;St;20800;7402;13398;13398;13398;937,86;16432,12;;Filmtabletten;15.08.2012;Ivacaftor 150 mg
11332426;Sebelipase alfa;KANUMA;Alexion Pharma;10;ml;10;ml;8980;3053,2;5926,8;5926,8;5926,8;0;7274,66;;Infusionslösungskonzentrat;01.10.2015;Sebelipase alfa 20 mg
12727227;Sarilumab;KEVZARA;Sanofi-Aventis;1,14;ml;2;St;1301,67;170,68;1130,99;1130,99;1167,32;79,17;1440,97;;Injektionslösung;15.08.2017;Sarilumab 150 mg
12727233;Sarilumab;KEVZARA;Sanofi-Aventis;1,14;ml;6;St;3905;512,03;3392,97;3392,97;3431,47;237,51;4216,13;;Injektionslösung;15.08.2017;Sarilumab 150 mg
12727256;Sarilumab;KEVZARA;Sanofi-Aventis;1,14;ml;2;St;1301,67;170,68;1130,99;1130,99;1167,32;79,17;1440,97;;Injektionslösung;15.08.2017;Sarilumab 150 mg
12727262;Sarilumab;KEVZARA;Sanofi-Aventis;1,14;ml;6;St;3905;512,03;3392,97;3392,97;3431,47;237,51;4216,13;;Injektionslösung;15.08.2017;Sarilumab 150 mg
12727173;Sarilumab;KEVZARA;Sanofi-Aventis;1,14;ml;2;St;1301,67;170,68;1130,99;1130,99;1167,32;79,17;1440,97;;Injektionslösung;15.08.2017;Sarilumab 200 mg
14063139;Sarilumab;KEVZARA;Sanofi-Aventis;1,14;ml;2;St;0;0;0;0;0;0;0;;Injektionslösung;15.11.2018;Sarilumab 200 mg
12727196;Sarilumab;KEVZARA;Sanofi-Aventis;1,14;ml;6;St;3905;512,03;3392,97;3392,97;3431,47;237,51;4216,13;;Injektionslösung;15.08.2017;Sarilumab 200 mg
12727204;Sarilumab;KEVZARA;Sanofi-Aventis;1,14;ml;2;St;1301,67;170,68;1130,99;1130,99;1167,32;79,17;1440,97;;Injektionslösung;15.08.2017;Sarilumab 200 mg
14063122;Sarilumab;KEVZARA;Sanofi-Aventis;1,14;ml;2;St;0;0;0;0;0;0;0;;Injektionslösung;15.11.2018;Sarilumab 200 mg
12727210;Sarilumab;KEVZARA;Sanofi-Aventis;1,14;ml;6;St;3905;512,03;3392,97;3392,97;3431,47;237,51;4216,13;;Injektionslösung;15.08.2017;Sarilumab 200 mg
10749897;Pembrolizumab;KEYTRUDA;MSD Sharp&Dohme;4;ml;4;ml;3570;1100,75;2469,25;2469,25;2507,75;172,85;3083,93;;Infusionslösungskonzentrat;15.02.2017;Pembrolizumab 100 mg
10749880;Pembrolizumab;KEYTRUDA;MSD Sharp&Dohme;;;1;St;1785;550,37;1234,63;1234,63;1273,13;86,42;1570,66;AV;Pulver zur Herstellung eines Infusionslösungskonzentrates;15.08.2015;Pembrolizumab 50 mg
12448125;Lenvatinib mesilat;KISPLYX;Eisai;;;30;St;2150;975;1175;1175;1212,71;82,25;1496,6;;Hartkapseln;01.10.2016;Lenvatinib mesilat 4,9 mg
12448131;Lenvatinib mesilat;KISPLYX;Eisai;;;30;St;2150;975;1175;1175;1212,71;82,25;1496,6;;Hartkapseln;01.10.2016;Lenvatinib mesilat 12,25 mg
12743344;Ribociclib succinat;KISQALI;Novartis Pharma;;;21;St;3942;1980,46;1961,54;1961,54;2000,04;137,31;2461,63;;Filmtabletten;15.09.2017;Ribociclib succinat 254,35 mg
12673164;Ribociclib succinat;KISQALI;Novartis Pharma;;;42;St;3942;1980,46;1961,54;1961,54;2000,04;137,31;2461,63;;Filmtabletten;15.09.2017;Ribociclib succinat 254,35 mg
12673170;Ribociclib succinat;KISQALI;Novartis Pharma;;;63;St;4380;2418,46;1961,54;1961,54;2000,04;137,31;2461,63;;Filmtabletten;15.09.2017;Ribociclib succinat 254,35 mg
12673187;Ribociclib succinat;KISQALI;Novartis Pharma;;;3X42;St;11826;5941,38;5884,62;5884,62;5923,12;411,92;7270,15;;Filmtabletten;15.09.2017;Ribociclib succinat 254,35 mg
12673201;Ribociclib succinat;KISQALI;Novartis Pharma;;;3X63;St;13140;7255,38;5884,62;5884,62;5923,12;411,92;7270,15;;Filmtabletten;15.09.2017;Ribociclib succinat 254,35 mg
09278961;Metformin hydrochlorid | Saxagliptin hydrochlorid;KOMBOGLYZE;AstraZeneca;;;56;St;40,04;19,81;20,23;20,23;21,57;1,42;36,63;;Filmtabletten;15.11.2012;Saxagliptin hydrochlorid 2,79 mg | Metformin hydrochlorid 850 mg
09278978;Metformin hydrochlorid | Saxagliptin hydrochlorid;KOMBOGLYZE;AstraZeneca;;;196;St;140,14;69,33;70,81;70,81;73,74;4,96;100,57;;Filmtabletten;15.11.2012;Saxagliptin hydrochlorid 2,79 mg | Metformin hydrochlorid 850 mg
09278990;Metformin hydrochlorid | Saxagliptin hydrochlorid;KOMBOGLYZE;AstraZeneca;;;56;St;40,04;19,81;20,23;20,23;21,57;1,42;36,63;;Filmtabletten;15.11.2012;Metformin hydrochlorid 1000 mg | Saxagliptin hydrochlorid 2,79 mg
09279009;Metformin hydrochlorid | Saxagliptin hydrochlorid;KOMBOGLYZE;AstraZeneca;;;196;St;140,14;69,33;70,81;70,81;73,74;4,96;100,57;;Filmtabletten;15.11.2012;Saxagliptin hydrochlorid 2,79 mg | Metformin hydrochlorid 1000 mg
14188467;Tisagenlecleucel;KYMRIAH;Novartis Pharma;;;1;St;0;0;0;0;0;0;0;;Infusionsbeutel;15.09.2018;Tisagenlecleucel
13570696;Brodalumab;KYNTHEUM;Leo;1,5;ml;2;St;1114;0;1114;1114;1149,79;0;1419,48;;Injektionslösung;01.09.2017;Brodalumab 210 mg
14188421;Brodalumab;KYNTHEUM;Leo;1,5;ml;2;St;0;0;0;0;0;0;0;;Injektionslösung;01.12.2018;Brodalumab 210 mg
13570704;Brodalumab;KYNTHEUM;Leo;1,5;ml;6;St;3342;0;3342;3342;3380,5;0;4153,67;;Injektionslösung;01.12.2017;Brodalumab 210 mg
12405564;Carfilzomib;KYPROLIS;Amgen;;;1;St;223,22;56,31;166,91;166,91;172,87;11,68;222,08;;Pulver zur Herstellung einer Infusionslösung;15.10.2016;Carfilzomib 10 mg
12405570;Carfilzomib;KYPROLIS;Amgen;;;1;St;669,67;168,94;500,73;500,73;517,2;35,05;644,12;;Pulver zur Herstellung einer Infusionslösung;15.10.2016;Carfilzomib 30 mg
11182843;Carfilzomib;KYPROLIS;Amgen;;;1;St;1339,33;337,87;1001,46;1001,46;1033,71;70,1;1277,2;;Pulver zur Herstellung einer Infusionslösung;15.12.2015;Carfilzomib 60 mg
14135896;Velmanase alfa;LAMZEDE;Chiesi;;;1;St;1550;670;880;880;880;0;1088,8;;Pulver zur Herstellung einer Infusionslösung;01.07.2018;Velmanase alfa 10 mg
14135904;Velmanase alfa;LAMZEDE;Chiesi;;;5;St;7750;3350;4400;4400;4400;0;5403,27;;Pulver zur Herstellung einer Infusionslösung;01.07.2018;Velmanase alfa 10 mg
14135933;Velmanase alfa;LAMZEDE;Chiesi;;;10;St;15500;6700;8800;8800;8800;0;10796,35;;Pulver zur Herstellung einer Infusionslösung;01.07.2018;Velmanase alfa 10 mg
11010711;Lenvatinib mesilat;LENVIMA;Eisai;;;30;St;2150;390;1760;1342,97;1381,47;94,01;1703,45;;Hartkapseln;01.07.2015;Lenvatinib mesilat 4,9 mg
11010728;Lenvatinib mesilat;LENVIMA;Eisai;;;30;St;2150;390;1760;1760;1798,5;123,2;2214,61;;Hartkapseln;01.07.2015;Lenvatinib mesilat 12,25 mg
11613906;Pitavastatin hemicalcium;LIVAZO;Recordati;;;30;St;26,36;0;0;26,36;27,89;0;44,38;;Filmtabletten;15.01.2016;Pitavastatin hemicalcium 1,05 mg
11613912;Pitavastatin hemicalcium;LIVAZO;Recordati;;;30;St;41,27;0;0;41,27;43,27;0;63,22;;Filmtabletten;15.01.2016;Pitavastatin hemicalcium 2,09 mg
11613929;Pitavastatin hemicalcium;LIVAZO;Recordati;;;30;St;49,17;0;0;49,17;51,42;0;73,21;;Filmtabletten;15.01.2016;Pitavastatin hemicalcium 4,18 mg
10713994;Edoxaban tosilat;LIXIANA;Daiichi-Sankyo;;;10;St;22,7;8,28;14,42;14,42;15,57;1,01;29,27;;Filmtabletten;01.08.2015;Edoxaban tosilat 19,71 mg
10714002;Edoxaban tosilat;LIXIANA;Daiichi-Sankyo;;;10;St;0;0;0;0;0;0;0;;Filmtabletten;01.08.2015;Edoxaban tosilat 19,71 mg
10714143;Edoxaban tosilat;LIXIANA;Daiichi-Sankyo;;;10;St;22,7;3,47;19,23;19,23;20,54;1,35;35,37;;Filmtabletten;01.08.2015;Edoxaban tosilat 39,43 mg
10714189;Edoxaban tosilat;LIXIANA;Daiichi-Sankyo;;;10;St;0;0;0;0;0;0;0;;Filmtabletten;01.11.2018;Edoxaban tosilat 39,43 mg
10714031;Edoxaban tosilat;LIXIANA;Daiichi-Sankyo;;;28;St;63,42;9,57;53,85;53,85;56,25;3,77;79,14;;Filmtabletten;01.08.2015;Edoxaban tosilat 39,43 mg
10714060;Edoxaban tosilat;LIXIANA;Daiichi-Sankyo;;;98;St;222,46;34;188,46;188,46;195,1;13,19;249,32;;Filmtabletten;01.08.2015;Edoxaban tosilat 39,43 mg
10714083;Edoxaban tosilat;LIXIANA;Daiichi-Sankyo;;;100;St;0;0;0;0;0;0;0;;Filmtabletten;01.08.2015;Edoxaban tosilat 39,43 mg
10714172;Edoxaban tosilat;LIXIANA;Daiichi-Sankyo;;;10;St;22,7;3,47;19,23;19,23;20,54;1,35;35,37;;Filmtabletten;01.08.2015;Edoxaban tosilat 78,85 mg
10714203;Edoxaban tosilat;LIXIANA;Daiichi-Sankyo;;;10;St;0;0;0;0;0;0;0;;Filmtabletten;01.11.2018;Edoxaban tosilat 78,85 mg
10714255;Edoxaban tosilat;LIXIANA;Daiichi-Sankyo;;;28;St;63,42;9,57;53,85;53,85;56,25;3,77;79,14;;Filmtabletten;01.08.2015;Edoxaban tosilat 78,85 mg
10714284;Edoxaban tosilat;LIXIANA;Daiichi-Sankyo;;;98;St;222,46;34;188,46;188,46;195,1;13,19;249,32;;Filmtabletten;01.08.2015;Edoxaban tosilat 78,85 mg
10714309;Edoxaban tosilat;LIXIANA;Daiichi-Sankyo;;;100;St;0;0;0;0;0;0;0;;Filmtabletten;01.08.2015;Edoxaban tosilat 78,85 mg
11862124;Trifluridin | Tipiracil hydrochlorid;LONSURF;Servier;;;20;St;962,5;339,42;623,08;623,08;643,41;0;798,81;;Filmtabletten;15.08.2016;Tipiracil hydrochlorid 7,06 mg | Trifluridin 15 mg
11862153;Trifluridin | Tipiracil hydrochlorid;LONSURF;Servier;;;60;St;2887,5;1018,27;1869,23;1869,23;1907,73;0;2348,49;;Filmtabletten;15.08.2016;Trifluridin 15 mg | Tipiracil hydrochlorid 7,06 mg
11862182;Trifluridin | Tipiracil hydrochlorid;LONSURF;Servier;;;20;St;1283,33;452,56;830,77;830,77;857,64;0;1061,4;;Filmtabletten;15.08.2016;Trifluridin 20 mg | Tipiracil hydrochlorid 9,42 mg
11862199;Trifluridin | Tipiracil hydrochlorid;LONSURF;Servier;;;60;St;3850;1357,7;2492,3;2492,3;2530,8;0;3112,18;;Filmtabletten;15.08.2016;Tipiracil hydrochlorid 9,42 mg | Trifluridin 20 mg
15993685;Lorlatinib;LORVIQUA;Pfizer Pharma;;;90;St;6329,51;0;0;6329,51;6368,01;443,07;7815,46;;Filmtabletten;01.10.2019;Lorlatinib 25 mg
14218553;Lorlatinib;LORVIQUA;Pfizer Pharma;;;120;St;8439,34;0;0;8439,34;8477,84;590,75;10401,48;AV;Filmtabletten;01.06.2019;Lorlatinib 25 mg
14218582;Lorlatinib;LORVIQUA;Pfizer Pharma;;;30;St;6329,51;0;0;6329,51;6368,01;443,07;7815,46;;Filmtabletten;01.06.2019;Lorlatinib 100 mg
15205311;Voretigen neparvovec;LUXTURNA;Novartis Pharma;0,5;ml;1;St;0;0;0;0;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;15.04.2019;Voretigen neparvovec 2500 Mrd.
10941666;Olaparib;LYNPARZA;AstraZeneca Sp.;;;4X112;St;7000;1555,96;5444,04;5444,04;5482,54;381,08;6730,14;;Hartkapseln;01.06.2015;Olaparib 50 mg
13704300;Olaparib;LYNPARZA;AstraZeneca Sp.;;;2X56;St;7000;3370,64;3629,36;3629,36;3667,86;254,06;4505,89;;Filmtabletten;01.06.2018;Olaparib 100 mg
13704317;Olaparib;LYNPARZA;AstraZeneca Sp.;;;2X56;St;7000;1555,96;5444,04;5444,04;5482,54;381,08;6730,14;;Filmtabletten;01.06.2018;Olaparib 150 mg
12900884;Cladribin;MAVENCLAD;Merck Serono;;;1;St;2126;489,75;1636,25;1636,25;1674,75;114,54;2062,92;;Tabletten;15.09.2017;Cladribin 10 mg
12900890;Cladribin;MAVENCLAD;Merck Serono;;;4;St;8504;1959;6545;6545;6583,5;458,15;8079,59;;Tabletten;15.09.2017;Cladribin 10 mg
12900915;Cladribin;MAVENCLAD;Merck Serono;;;6;St;12756;2938,5;9817,5;9817,5;9856;687,23;12090,69;;Tabletten;15.09.2017;Cladribin 10 mg
13445985;Glecaprevir | Pibrentasvir;MAVIRET;AbbVie;;;4X21;St;14213,43;2026,37;12187,06;12187,06;12225,56;0;14995,06;;Filmtabletten;01.09.2017;Glecaprevir 100 mg | Pibrentasvir 40 mg
11295429;Trametinib dimethylsulfoxid;MEKINIST;Novartis Pharma;;;30;St;1855,94;976,86;879,08;879,08;907,47;0;1122,47;;Filmtabletten;01.10.2015;Trametinib dimethylsulfoxid 0,563 mg
11295412;Trametinib dimethylsulfoxid;MEKINIST;Novartis Pharma;;;30;St;7423,77;3907,44;3516,33;3516,33;3554,83;0;4367,34;;Filmtabletten;01.10.2015;Trametinib dimethylsulfoxid 2,254 mg
14275947;Binimetinib;MEKTOVI;Pierre Fabre P.;;;84;St;2567,47;1317,16;1250,31;1250,31;1288,81;87,52;1589,88;;Filmtabletten;15.10.2018;Binimetinib 15 mg
14439679;Binimetinib;MEKTOVI;Pierre Fabre P.;;;168;St;5134,93;2634,31;2500,62;2500,62;2539,12;175,04;3122,38;;Filmtabletten;01.02.2019;Binimetinib 15 mg
14361546;Vestronidase alfa;MEPSEVII;Ultragenyx;5;ml;1X5;ml;2039;559;1480;1480;1480;0;1824,22;;Infusionslösungskonzentrat;01.10.2018;Vestronidase alfa 10 mg
14042321;Metreleptin;MYALEPTA;Aegerion;;;1;St;464,84;0;0;464,84;480,18;32,54;598,75;;Pulver zur Herstellung einer Injektionslösung;15.05.2019;Metreleptin 3 mg
14042338;Metreleptin;MYALEPTA;Aegerion;;;30;St;13945,31;0;0;13945,31;13983,81;976,17;17150,14;;Pulver zur Herstellung einer Injektionslösung;15.05.2019;Metreleptin 3 mg
14042309;Metreleptin;MYALEPTA;Aegerion;;;1;St;929,69;0;0;929,69;959,68;65,08;1186,47;;Pulver zur Herstellung einer Injektionslösung;15.05.2019;Metreleptin 5,8 mg
14042315;Metreleptin;MYALEPTA;Aegerion;;;30;St;27890,63;0;0;27890,63;27929,13;1952,34;34242,92;;Pulver zur Herstellung einer Injektionslösung;15.05.2019;Metreleptin 5,8 mg
14042284;Metreleptin;MYALEPTA;Aegerion;;;1;St;1859,38;0;0;1859,38;1897,88;130,16;2336,42;;Pulver zur Herstellung einer Injektionslösung;01.10.2018;Metreleptin 11,3 mg
14042290;Metreleptin;MYALEPTA;Aegerion;;;30;St;55781,25;0;0;55781,25;55819,75;3904,69;68428,45;;Pulver zur Herstellung einer Injektionslösung;01.10.2018;Metreleptin 11,3 mg
13906222;Gemtuzumab ozogamicin;MYLOTARG;Pfizer Pharma;;;1;St;10530;3780;6750;6750;6788,5;0;8330,86;;Pulver zur Herstellung eines Infusionslösungskonzentrates;01.09.2018;Gemtuzumab ozogamicin 5 mg
15294088;Mexiletin hydrochlorid;NAMUSCLA;Hormosan;;;30;St;0;0;0;995;1027,04;69,65;1269,03;;Hartkapseln;01.02.2019;Mexiletin hydrochlorid 200,51 mg
15294094;Mexiletin hydrochlorid;NAMUSCLA;Hormosan;;;100;St;0;0;0;3190;3228,5;223,3;3967,36;;Hartkapseln;01.02.2019;Mexiletin hydrochlorid 200,51 mg
09779321;Nepafenac;NEVANAC;Novartis Pharma;;;5;ml;15,1;0,6;14,5;14,5;15,66;1,02;29,38;;Augentropfen;01.07.2013;Nepafenac 1 mg
13505434;Nepafenac;NEVANAC;Novartis Pharma;;;3;ml;15,1;0,6;14,5;14,5;15,66;1,02;29,38;;Augentropfen;01.10.2017;Nepafenac 3 mg
11531686;Ixazomib citrat;NINLARO;Takeda;;;3;St;8100;2900;5200;5200;5238,5;364;6431,02;;Hartkapseln;15.01.2017;Ixazomib citrat 3,29 mg
11531700;Ixazomib citrat;NINLARO;Takeda;;;3;St;8100;2900;5200;5200;5238,5;364;6431,02;;Hartkapseln;15.01.2017;Ixazomib citrat 4,3 mg
11531717;Ixazomib citrat;NINLARO;Takeda;;;3;St;8100;2900;5200;5200;5238,5;364;6431,02;;Hartkapseln;15.01.2017;Ixazomib citrat 5,73 mg
10174830;Turoctocog alfa;NOVOEIGHT;Novo Nordisk;;;1;St;270;62,5;207,5;207,5;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;15.01.2014;Turoctocog alfa 250 I.E.
10174847;Turoctocog alfa;NOVOEIGHT;Novo Nordisk;;;1;St;540;125;415;415;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;15.01.2014;Turoctocog alfa 500 I.E.
10174853;Turoctocog alfa;NOVOEIGHT;Novo Nordisk;;;1;St;1080;250;830;830;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;15.01.2014;Turoctocog alfa 1000 I.E.
10174876;Turoctocog alfa;NOVOEIGHT;Novo Nordisk;;;1;St;1620;375;1245;1245;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;15.01.2014;Turoctocog alfa 1500 I.E.
10174882;Turoctocog alfa;NOVOEIGHT;Novo Nordisk;;;1;St;2160;500;1660;1660;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;15.01.2014;Turoctocog alfa 2000 I.E.
10174899;Turoctocog alfa;NOVOEIGHT;Novo Nordisk;;;1;St;3240;750;2490;2490;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;15.01.2014;Turoctocog alfa 3000 I.E.
15815860;Mepolizumab;NUCALA;GlaxoSmithKl.;1;ml;1X1;ml;1003,5;0;1003,5;1003,5;1035,81;0;1279,77;;Injektionslösung;01.09.2019;Mepolizumab 100 mg
15815883;Mepolizumab;NUCALA;GlaxoSmithKl.;1;ml;1X1;ml;0;0;0;0;0;0;0;;Injektionslösung;01.09.2019;Mepolizumab 100 mg
15815877;Mepolizumab;NUCALA;GlaxoSmithKl.;1;ml;3X1;ml;3010,5;0;3010,5;3010,5;3049;0;3747,35;;Injektionslösung;01.09.2019;Mepolizumab 100 mg
15815831;Mepolizumab;NUCALA;GlaxoSmithKl.;1;ml;1X1;ml;1003,5;0;1003,5;1003,5;1035,81;0;1279,77;;Injektionslösung;01.09.2019;Mepolizumab 100 mg
15815854;Mepolizumab;NUCALA;GlaxoSmithKl.;1;ml;1X1;ml;0;0;0;0;0;0;0;;Injektionslösung;01.09.2019;Mepolizumab 100 mg
15815848;Mepolizumab;NUCALA;GlaxoSmithKl.;1;ml;3X1;ml;3010,5;0;3010,5;3010,5;3049;0;3747,35;;Injektionslösung;01.09.2019;Mepolizumab 100 mg
11329803;Mepolizumab;NUCALA;GlaxoSmithKl.;;;1;St;1549,98;546,48;1003,5;1003,5;1035,81;0;1279,77;;Pulver zur Herstellung einer Injektionslösung;01.02.2016;Mepolizumab 100 mg
11329849;Mepolizumab;NUCALA;GlaxoSmithKl.;;;3;St;4649,94;1639,44;3010,5;3010,5;3049;0;3747,35;;Pulver zur Herstellung einer Injektionslösung;01.02.2016;Mepolizumab 100 mg
09074158;Belatacept;NULOJIX;Brist.My.Squibb;;;1X250;mg;629;151,37;477,63;477,63;493,38;33,43;614,92;;Pulver zur Herstellung eines Infusionslösungskonzentrates;15.07.2011;Belatacept 250 mg
09074164;Belatacept;NULOJIX;Brist.My.Squibb;;;2X250;mg;1258;302,74;955,26;955,26;986,05;66,87;1218,79;;Pulver zur Herstellung eines Infusionslösungskonzentrates;15.07.2011;Belatacept 250 mg
10538120;Simoctocog alfa;NUWIQ;Octapharma;;;1;St;295;76,25;218,75;218,75;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;15.11.2014;Simoctocog alfa 250 I.E.
10538137;Simoctocog alfa;NUWIQ;Octapharma;;;1;St;590;152,5;437,5;437,5;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;15.11.2014;Simoctocog alfa 500 I.E.
10538143;Simoctocog alfa;NUWIQ;Octapharma;;;1;St;1180;305;875;875;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;15.11.2014;Simoctocog alfa 1000 I.E.
10538172;Simoctocog alfa;NUWIQ;Octapharma;;;1;St;2360;610;1750;1750;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;15.11.2014;Simoctocog alfa 2000 I.E.
13831398;Simoctocog alfa;NUWIQ;Octapharma;;;1;St;2950;762,5;2187,5;2187,5;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.07.2018;Simoctocog alfa 2500 I.E.
13831406;Simoctocog alfa;NUWIQ;Octapharma;;;1;St;3540;915;2625;2625;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.07.2018;Simoctocog alfa 3000 I.E.
13831412;Simoctocog alfa;NUWIQ;Octapharma;;;1;St;4720;1220;3500;3500;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.07.2018;Simoctocog alfa 4000 I.E.
12519138;Obeticholsäure;OCALIVA;Intercept Ph.;;;30;St;3451,11;1149,74;2301,37;2301,37;2339,87;0;2878,17;;Filmtabletten;15.01.2017;Obeticholsäure 5 mg
12644435;Obeticholsäure;OCALIVA;Intercept Ph.;;;100;St;11503,7;3832,47;7671,23;7671,23;7709,73;0;9460;;Filmtabletten;01.06.2017;Obeticholsäure 5 mg
12519144;Obeticholsäure;OCALIVA;Intercept Ph.;;;30;St;3451,11;1149,74;2301,37;2301,37;2339,87;0;2878,17;;Filmtabletten;15.01.2017;Obeticholsäure 10 mg
12644441;Obeticholsäure;OCALIVA;Intercept Ph.;;;100;St;11503,7;3832,47;7671,23;7671,23;7709,73;0;9460;;Filmtabletten;01.06.2017;Obeticholsäure 10 mg
11688732;Ocrelizumab;OCREVUS;Roche Ph.;10;ml;1;St;6750;1625;5125;5125;5163,5;0;6339,09;;Infusionslösungskonzentrat;01.02.2018;Ocrelizumab 300 mg
12341700;Emtricitabin | Rilpivirin hydrochlorid | Tenofovir alafenamid hemifumarat;ODEFSEY;Gilead Scien.;;;30;St;966;222,25;743,75;743,75;767,88;52,06;951,38;;Filmtabletten;15.07.2016;Tenofovir alafenamid hemifumarat 28,05 mg | Rilpivirin hydrochlorid 27,49 mg | Emtricitabin 200 mg
12341717;Emtricitabin | Rilpivirin hydrochlorid | Tenofovir alafenamid hemifumarat;ODEFSEY;Gilead Scien.;;;3X30;St;2898;666,75;2231,25;2231,25;2269,75;156,19;2792,22;;Filmtabletten;15.07.2016;Emtricitabin 200 mg | Rilpivirin hydrochlorid 27,49 mg | Tenofovir alafenamid hemifumarat 28,05 mg
13584445;Sonidegib phosphat;ODOMZO;Sun Pharmac.G.;;;30;St;5837,5;1397,5;4440;4440;4478,5;0;5499,49;;Hartkapseln;15.02.2018;Sonidegib phosphat 280,74 mg
10991894;Nintedanib esilat;OFEV;Boehringer Ing.;;;60;St;2967;994,4;1972,6;1972,6;1972,6;0;2428;;Weichkapseln;15.03.2015;Nintedanib esilat 120,41 mg
10991902;Nintedanib esilat;OFEV;Boehringer Ing.;;;60;St;2967;538,23;2428,77;2428,77;2428,77;0;2987,13;;Weichkapseln;15.03.2015;Nintedanib esilat 180,61 mg
12652854;Baricitinib;OLUMIANT;Lilly;;;28;St;937,33;0;937,33;937,33;967,56;65,61;1196,13;;Filmtabletten;01.04.2017;Baricitinib 2 mg
12652883;Baricitinib;OLUMIANT;Lilly;;;28;St;0;0;0;0;0;0;0;AV;Filmtabletten;01.04.2017;Baricitinib 2 mg
14327093;Baricitinib;OLUMIANT;Lilly;;;28;St;0;0;0;0;0;0;0;;Filmtabletten;15.08.2018;Baricitinib 2 mg
15423574;Baricitinib;OLUMIANT;Lilly;;;28;St;0;0;0;0;0;0;0;;Filmtabletten;01.10.2019;Baricitinib 2 mg
12652908;Baricitinib;OLUMIANT;Lilly;;;98;St;3280,65;0;3280,65;3280,65;3319,15;229,65;4078,46;;Filmtabletten;01.04.2017;Baricitinib 2 mg
12652920;Baricitinib;OLUMIANT;Lilly;;;28;St;937,33;0;937,33;937,33;967,56;65,61;1196,13;;Filmtabletten;01.04.2017;Baricitinib 4 mg
12652937;Baricitinib;OLUMIANT;Lilly;;;28;St;0;0;0;0;0;0;0;AV;Filmtabletten;01.04.2017;Baricitinib 4 mg
14327101;Baricitinib;OLUMIANT;Lilly;;;28;St;0;0;0;0;0;0;0;;Filmtabletten;15.08.2018;Baricitinib 4 mg
15423605;Baricitinib;OLUMIANT;Lilly;;;28;St;0;0;0;0;0;0;0;;Filmtabletten;01.10.2019;Baricitinib 4 mg
12652943;Baricitinib;OLUMIANT;Lilly;;;98;St;3280,65;0;3280,65;3280,65;3319,15;229,65;4078,46;;Filmtabletten;01.04.2017;Baricitinib 4 mg
10395100;Simeprevir natrium;OLYSIO;Janssen-Cilag;;;7;St;3301,92;1404,59;1897,33;1897,33;1935,83;0;2382,93;AV;Hartkapseln;15.06.2014;Simeprevir natrium 154,4 mg
10395117;Simeprevir natrium;OLYSIO;Janssen-Cilag;;;28;St;13207,67;5618,36;7589,31;7589,31;7627,81;0;9359,59;AV;Hartkapseln;15.06.2014;Simeprevir natrium 154,4 mg
12420411;Opicapon;ONGENTYS;Bial;;;30;St;140,4;58,35;82,05;82,05;85,33;5,74;114,78;;Hartkapseln;01.10.2016;Opicapon 50 mg
12420428;Opicapon;ONGENTYS;Bial;;;90;St;421,2;175,05;246,15;246,15;254,6;17,23;322,25;;Hartkapseln;01.10.2016;Opicapon 50 mg
01754072;Saxagliptin hydrochlorid;ONGLYZA;AstraZeneca;;;28;St;40,04;19,81;20,23;20,23;21,57;1,42;36,63;;Filmtabletten;01.04.2011;Saxagliptin hydrochlorid 2,79 mg
01795042;Saxagliptin hydrochlorid;ONGLYZA;AstraZeneca;;;28;St;0;0;0;0;0;0;0;AV;Filmtabletten;01.04.2011;Saxagliptin hydrochlorid 2,79 mg
01774821;Saxagliptin hydrochlorid;ONGLYZA;AstraZeneca;;;98;St;140,14;69,33;70,81;70,81;73,74;4,96;100,57;;Filmtabletten;01.04.2011;Saxagliptin hydrochlorid 2,79 mg
01753693;Saxagliptin hydrochlorid;ONGLYZA;AstraZeneca;;;28;St;40,04;19,81;20,23;20,23;21,57;1,42;36,63;;Filmtabletten;01.11.2009;Saxagliptin hydrochlorid 5,58 mg
